Date,Close,High,Low,Open,Volume
2025-02-28,1042.8944091796875,1043.6602316258952,1018.408608338169,1024.9925203673845,3307100
2025-03-03,1041.1441650390625,1060.1898130727238,1035.4653259968668,1046.007526874006,2422500
2025-03-04,1031.2183837890625,1042.218157918287,1023.1227374791968,1040.0300764965946,2536800
2025-03-05,1042.0391845703125,1045.251559863879,1022.8941076884432,1027.4491004563693,1898600
2025-03-06,1021.0243530273438,1040.189340382254,1013.4956063953044,1027.3198073494575,2594600
2025-03-07,959.0540161132812,996.9562826022416,937.6413971624564,989.7259490888404,5510700
2025-03-10,929.31689453125,954.4292673240482,918.9935274235012,950.2621028364708,4459900
2025-03-11,925.4182739257812,932.887349732518,916.1789317285508,925.925503838992,3204900
2025-03-12,922.02685546875,939.2325475884766,918.2177143497069,932.8873176929596,2331600
2025-03-13,885.765625,918.4664157241016,882.6327699561155,916.9745915512956,3447200
2025-03-14,898.9931030273438,902.0066169349484,876.7549923594827,886.9491240085737,3186400
2025-03-17,911.6139526367188,918.3570270141448,893.1054020252584,896.7156213684855,2256100
2025-03-18,893.1550903320312,912.5587591382856,891.9517243890208,908.0236162323002,2182000
2025-03-19,899.1223754882812,905.19905777098,891.1162649359926,897.938859270814,1908500
2025-03-20,890.5196533203125,902.5337676654448,889.2266903985402,896.5863810352309,1891800
2025-03-21,904.3040161132812,904.8112460303108,879.1419279063051,883.9057977792778,3447600
2025-03-24,920.9924926757812,923.5883127102728,914.985436229946,914.985436229946,2208100
2025-03-25,925.1896362304688,927.2085401690484,917.4619671184406,921.579416655524,1623000
2025-03-26,924.6823120117188,934.2995877895914,918.4166628823314,929.237365296677,1644700
2025-03-27,933.6332397460938,937.7606439950702,922.9418338049268,924.4933284250344,1547000
2025-03-28,924.5927734375,933.633254240918,920.952749323132,932.3900674842724,2100500
2025-03-31,940.625,989.5766943776516,917.0143452666748,917.3326083722798,3102000
2025-04-01,949.197998046875,952.499848728549,933.6332752228864,937.2832546257318,2041500
2025-04-02,959.8197631835938,965.5980928371312,944.8219410593472,945.6573892742164,1719900
2025-04-03,961.808837890625,976.0010163612098,922.94183086153,926.0050599692726,3096900
2025-04-04,911.484619140625,959.2628113996502,909.1574075266424,949.7946816405968,5167000
2025-04-07,903.18017578125,932.7083506899024,866.9587026552853,882.9112536076493,4626600
2025-04-08,903.7968139648438,937.8501774685748,894.666857285238,926.9698040420982,3545400
2025-04-09,959.9291381835938,962.1867847472556,892.7771432449526,903.050855547601,5084500
2025-04-10,959.0540161132812,987.9953819864438,937.7507830377424,961.232081924116,4209100
2025-04-11,958.1588134765624,964.9217979778256,938.0191880691456,958.7058642101046,2721800
2025-04-14,973.9821166992188,981.7495450134004,959.7401621384216,964.7129090925068,2219900
2025-04-15,971.59521484375,988.5821361517848,968.9397848550065,979.9792592775204,1788200
2025-04-16,962.4751586914062,973.315771171556,954.0115337886572,966.8312898147894,2531700
2025-04-17,989.0794067382812,994.4698476445748,966.6920893881984,967.9750970006738,2711100
2025-04-21,952.5496826171876,991.5558844022478,937.8303016317092,987.5876416572308,2841300
2025-04-22,973.892578125,982.06780566249,961.5104868020776,964.4642693482753,2230600
2025-04-23,970.5211181640624,990.3225701101496,963.7183735242128,989.0992937666922,2109700
2025-04-24,970.1630249023438,972.669308803809,955.4735716084208,968.2932671825962,2468500
2025-04-25,971.8338623046876,972.9875735988816,957.6317284772904,968.6612472993708,1780900
2025-04-28,973.2063598632812,979.9295236014729,963.499608591269,973.1665997396896,1616200
2025-04-29,986.294677734375,987.7964570797724,965.7671630166848,972.669338460032,1523100
2025-04-30,989.0794067382812,992.3216475878996,971.2272323544952,984.6039343096012,2212400
2025-05-01,993.5946044921876,1000.8946237514988,979.6311528566456,984.7033304838463,1829900
2025-05-02,1004.1107177734376,1013.7704285118384,1000.436046500123,1003.6426996977056,1547400
2025-05-05,1010.6734008789062,1013.5514082404604,998.3348636374952,1003.3240580676078,1952600
2025-05-06,1006.3016357421876,1012.007809634789,999.3406870962958,1004.2601651144628,1381200
2025-05-07,1002.9655151367188,1009.8865906352077,997.3090609262262,1006.9787396768768,1316000
2025-05-08,1003.5232543945312,1012.7746350298096,987.2810205452276,1009.2891766005034,1882600
2025-05-09,1003.901611328125,1006.5107208815848,993.9032866506344,1000.4360287113046,1176700
2025-05-12,1011.92822265625,1012.6850140252966,988.117527572074,1005.5946003746044,2069000
2025-05-13,994.8793334960938,1019.5762841408556,983.496768523782,1009.5082422243254,2917000
2025-05-14,987.4203491210938,995.7057886584026,986.404628326552,994.6103832272954,2215000
2025-05-15,1006.2716674804688,1009.7870302025788,978.9158290819872,988.5257595498948,2470700
2025-05-16,1021.56787109375,1023.9878284965084,1004.8078395934884,1008.2833297298658,2033700
2025-05-19,1030.04248046875,1030.6898041553052,1008.6816497543638,1014.367886892825,1879800
2025-05-20,1032.5123291015625,1033.687480110092,1025.7306854362237,1025.7306854362237,2271200
2025-05-21,1021.0401611328124,1035.1512102164693,1019.5463325088934,1026.6566212444864,1438900
2025-05-22,1013.89990234375,1024.5056782874806,1009.9065532721522,1023.4500240001822,1660900
