Date,Close,High,Low,Open,Volume
2021-03-01,13.802931785583496,13.885948361591872,13.515241033932776,13.836088393397688,353184000
2021-03-02,13.36865520477295,13.881462909178811,13.358433857283094,13.861020214199105,264116000
2021-03-03,12.768844604492188,13.413780548805311,12.7628609117656,13.388601869747925,377592000
2021-03-04,12.335559844970703,12.938614575428367,12.049863300020087,12.764852623838904,573344000
2021-03-05,12.426555633544922,12.51480748470066,11.646498815490384,12.51480748470066,542840000
2021-03-08,11.560738563537598,12.43627563829937,11.534063017322843,12.415085459306246,543112000
2021-03-09,12.489449501037598,12.5857115477266,12.029583156574535,12.100408589821392,521824000
2021-03-10,12.43757438659668,12.948064587112308,12.426851017693846,12.808908136648236,384376000
2021-03-11,12.96153450012207,13.014155316080448,12.703171840009764,12.918141567568972,299916000
2021-03-12,12.824371337890623,12.85704089501398,12.559025962321956,12.617132129280913,243964000
2021-03-15,13.158799171447754,13.17426110970681,12.73584243101685,12.833102427316174,221988000
2021-03-16,13.258552551269531,13.479257837675464,13.084481372803005,13.323641474792712,272128000
2021-03-17,13.308431625366213,13.420155624009675,12.957546539469924,13.007672980312252,243864000
2021-03-18,12.691201210021973,13.151566040742916,12.685714900401814,13.104183238028993,293896000
2021-03-19,12.81414794921875,12.88971194628079,12.58147210380223,12.718633648966629,299208000
2021-03-22,13.153810501098633,13.36154823506086,12.874998085903744,12.880983842945088,297804000
2021-03-23,13.038597106933594,13.311673054214848,12.98921840921638,13.221645047668831,222048000
2021-03-24,12.611894607543944,13.126875108182055,12.605660554953497,13.118894417325768,245840000
2021-03-25,12.50441074371338,12.6834697198719,12.241808987248234,12.46874925832246,295144000
2021-03-26,12.807662963867188,12.82462133897218,12.343059043552696,12.523613510506973,363968000
2021-03-29,12.916397094726562,13.030366222137898,12.668757782645448,12.788711716238293,273520000
2021-03-30,12.84008502960205,12.943330782149031,12.673745284717413,12.810408344776906,200204000
2021-03-31,13.315412521362305,13.437361379878029,12.950561986434115,12.983480795926578,314776000
2021-04-01,13.777772903442385,13.835879080768066,13.47801127894021,13.538862038226709,308276000
